Model_ID,Year,Brand_ID,Model_Name
740,2023,71        ,Legacy AWD                                     
741,2023,71        ,Outback AWD                                    
742,2023,71        ,Outback AWD                                    
743,2023,71        ,Outback Wilderness AWD                         
744,2023,71        ,WRX AWD                                        
745,2023,71        ,WRX AWD                                        
746,2023,74        ,4Runner 4WD                                    
747,2023,74        ,4Runner 4WD (Part-Time 4WD)                    
748,2023,74        ,Camry SE                                       
749,2023,74        ,Camry XSE V6/TRD                               
750,2023,74        ,Camry AWD SE                                   
751,2023,74        ,Camry AWD XSE                                  
752,2023,74        ,Camry Hybrid LE                                
753,2023,74        ,Camry Hybrid SE/XLE/XSE                        
754,2023,74        ,Corolla (1-mode)                               
755,2023,74        ,Corolla (3-mode)                               
756,2023,74        ,Corolla Hatchback                              
757,2023,74        ,Corolla Hybrid                                 
758,2023,74        ,Corolla Hybrid AWD (2-mode)                    
759,2023,74        ,Corolla Hybrid AWD (3-mode)                    
760,2023,74        ,Corolla Cross                                  
761,2023,74        ,Corolla Cross AWD                              
762,2023,74        ,Corolla Cross Hybrid AWD                       
763,2023,74        ,Crown AWD                                      
764,2023,74        ,Crown AWD                                      
765,2023,74        ,GR Corolla                                     
766,2023,74        ,GR Supra 2.0                                   
767,2023,74        ,GR Supra 3.0                                   
768,2023,74        ,GR Supra 3.0                                   
769,2023,74        ,GR86                                           
770,2023,74        ,GR86                                           
771,2023,74        ,Highlander AWD                                 
772,2023,74        ,Highlander Hybrid AWD                          
773,2023,74        ,Highlander Hybrid AWD Limited/Platinum         
774,2023,74        ,Prius AWD                                      
775,2023,74        ,RAV4                                           
776,2023,74        ,RAV4 AWD                                       
777,2023,74        ,RAV4 AWD (Stop/Start)                          
778,2023,74        ,RAV4 AWD LE                                    
779,2023,74        ,RAV4 Hybrid AWD                                
780,2023,74        ,Sequoia 4WD                                    
781,2023,74        ,Sienna                                         
782,2023,74        ,Sienna AWD                                     
783,2023,74        ,Tacoma 4WD                                     
784,2023,74        ,Tacoma 4WD                                     
785,2023,74        ,Tacoma 4WD D-Cab TRD Off-Road/PRO              
786,2023,74        ,Tundra                                         
787,2023,74        ,Tundra 4WD                                     
788,2023,74        ,Tundra 4WD TRD                                 
789,2023,74        ,Tundra Hybrid 4WD                              
790,2023,74        ,Tundra Hybrid 4WD TRD PRO                      
791,2023,74        ,Venza AWD                                      
792,2023,75    ,Atlas                                          
793,2023,75    ,Atlas 4MOTION                                  
794,2023,75    ,Atlas 4MOTION                                  
795,2023,75    ,Atlas Cross Sport                              
796,2023,75    ,Atlas Cross Sport 4MOTION                      
797,2023,75    ,Atlas Cross Sport 4MOTION                      
798,2023,75    ,Golf GTI                                       
799,2023,75    ,Golf GTI                                       
800,2023,75    ,Golf R                                         
801,2023,75    ,Golf R                                         
802,2023,75    ,Jetta                                          
803,2023,75    ,Jetta Comfortline/Highline                     
804,2023,75    ,Jetta                                          
805,2023,75    ,Jetta GLI                                      
806,2023,75    ,Jetta GLI                                      
807,2023,75    ,Taos                                           
808,2023,75    ,Taos 4MOTION                                   
809,2023,75    ,Tiguan 4MOTION                                 
810,2023,75    ,Tiguan R-Line 4MOTION                          
811,2023,76         ,S60 B5                                         
812,2023,76         ,S60 B5 AWD                                     
813,2023,76         ,S90 B6 AWD                                     
814,2023,76         ,V60 B6 AWD                                     
815,2023,76         ,V60 CC B5 AWD                                  
816,2023,76         ,V90 CC B6 AWD                                  
817,2023,76         ,XC40 B4 AWD                                    
818,2023,76         ,XC40 B5 AWD                                    
819,2023,76         ,XC60 B5 AWD                                    
820,2023,76         ,XC60 B6 AWD                                    
821,2023,76         ,XC90 B5 AWD                                    
822,2023,76         ,XC90 B6 AWD                                    
