Model_ID,Brand_ID,Model_Name,Year
1597,71,Outback,2010.0
1598,71,Outback,2015.0
1599,71,Trezia,2011.0
1600,71,Tribeca,2008.0
1601,71,Tribeca,2009.0
1602,71,WRX,2011.0
1603,71,WRX,2014.0
1604,71,WRX,2014.0
1605,71,XV,2012.0
1606,71,XV,2013.0
1607,72,Alto,2009.0
1608,72,Alto,2013.0
1609,72,Baleno,2018.0
1610,72,Grand Vitara,2008.0
1611,72,Ignis,2018.0
1612,72,Kizashi,2010.0
1613,72,Kizashi,2011.0
1614,72,Kizashi,2011.0
1615,72,S-Cross,2017.0
1616,72,S-Cross,2018.0
1617,72,Splash,2008.0
1618,72,Splash,2008.0
1619,72,Splash,2013.0
1620,72,Splash,2013.0
1621,72,Swift,2010.0
1622,72,Swift,2011.0
1623,72,Swift,2011.0
1624,72,Swift,2012.0
1625,72,Swift,2017.0
1626,72,SX4,2010.0
1627,72,SX4,2013.0
1628,72,Vitara,2015.0
1629,72,Vitara,2018.0
1630,73,Model S,2012.0
1631,73,Model S,2013.0
1632,73,Model S,2016.0
1633,73,Model X,2016.0
1634,73,Model X,2017.0
1635,74,4Runner,2010.0
1636,74,4Runner,2014.0
1637,74,Auris,2009.0
1638,74,Auris,2009.0
1639,74,Auris,2010.0
1640,74,Auris,2010.0
1641,74,Auris,2010.0
1642,74,Auris,2013.0
1643,74,Auris,2013.0
1644,74,Auris,2016.0
1645,74,Auris,2018.0
1646,74,Avalon,2012.0
1647,74,Avalon,2016.0
1648,74,Avensis,2008.0
1649,74,Avensis,2009.0
1650,74,Avensis,2009.0
1651,74,Avensis,2010.0
1652,74,Avensis,2012.0
1653,74,Avensis,2015.0
1654,74,Avensis,2018.0
1655,74,Aygo,2008.0
1656,74,Aygo,2009.0
1657,74,Aygo,2012.0
1658,74,Aygo,2013.0
1659,74,Aygo,2014.0
1660,74,Camry,2013.0
1661,74,C-HR,2017.0
1662,74,C-HR,2017.0
1663,74,C-HR,2018.0
1664,74,C-HR,2018.0
1665,74,Corolla,2008.0
1666,74,Corolla,2009.0
1667,74,Corolla,2014.0
1668,74,GT86,2012.0
1669,74,GT86,2014.0
1670,74,GT86,2018.0
1671,74,Highlander,2008.0
1672,74,Highlander,2011.0
1673,74,Highlander,2014.0
1674,74,iQ,2009.0
1675,74,IQ,2013.0
1676,74,Land Cruiser,2008.0
1677,74,Land Cruiser,2010.0
1678,74,Prius,2008.0
1679,74,Prius,2009.0
1680,74,Prius,2009.0
1681,74,Prius,2009.0
1682,74,Prius,2010.0
1683,74,Prius,2011.0
1684,74,Prius,2012.0
1685,74,Prius,2012.0
1686,74,Prius,2012.0
1687,74,Prius,2012.0
1688,74,Prius,2014.0
1689,74,Prius,2014.0
1690,74,Prius,2016.0
1691,74,Prius,2017.0
1692,74,Prius,2018.0
1693,74,RAV4,2008.0
1694,74,RAV4,2012.0
1695,74,RAV4,2013.0
1696,74,RAV4,2013.0
1697,74,RAV4,2018.0
1698,74,RAV4,2018.0
1699,74,Sequoia,2008.0
1700,74,Sienna,2011.0
1701,74,Tundra,2016.0
1702,74,Urban Cruiser,2009.0
1703,74,Venza,2009.0
1704,74,Verso,2008.0
1705,74,Verso,2009.0
1706,74,Verso,2018.0
1707,74,Verso-S,2011.0
1708,74,Verso-S,2011.0
1709,74,Yaris,2008.0
1710,74,Yaris,2010.0
1711,74,Yaris,2011.0
1712,74,Yaris,2012.0
1713,74,Yaris,2012.0
1714,74,Yaris,2012.0
1715,74,Yaris,2018.0
1716,74,Yaris,2018.0
1717,75,Amarok,2012.0
1718,75,Arteon,2017.0
1719,75,Arteon,2018.0
1720,75,Beetle,2012.0
1721,75,Caddy,2011.0
1722,75,CC,2009.0
1723,75,CrossPolo,2014.0
1724,75,EOS,2008.0
1725,75,EOS,2010.0
1726,75,EOS,2011.0
1727,75,Fox,2008.0
1728,75,Fox,2009.0
1729,75,Golf,2008.0
1730,75,Golf,2008.0
1731,75,Golf,2008.0
1732,75,Golf,2009.0
1733,75,Golf,2009.0
1734,75,Golf,2009.0
1735,75,Golf,2010.0
1736,75,Golf,2010.0
1737,75,Golf,2010.0
1738,75,Golf,2010.0
1739,75,Golf,2011.0
1740,75,Golf,2011.0
1741,75,Golf,2011.0
1742,75,Golf,2012.0
1743,75,Golf,2013.0
1744,75,Golf,2013.0
1745,75,Golf,2013.0
1746,75,Golf,2014.0
1747,75,Golf,2014.0
1748,75,Golf,2014.0
1749,75,Golf,2014.0
1750,75,Golf,2014.0
1751,75,Golf,2014.0
1752,75,Golf,2014.0
1753,75,Golf,2015.0
1754,75,Golf,2015.0
1755,75,Golf,2016.0
1756,75,Golf,2016.0
1757,75,Golf,2016.0
1758,75,Golf,2016.0
1759,75,Golf,2016.0
1760,75,Golf,2017.0
1761,75,Golf,2017.0
1762,75,Golf,2017.0
1763,75,Golf,2017.0
1764,75,Jetta,2008.0
1765,75,Jetta,2009.0
1766,75,Jetta,2011.0
1767,75,Jetta,2011.0
1768,75,Jetta,2011.0
1769,75,Jetta,2013.0
1770,75,Jetta,2014.0
1771,75,Jetta,2016.0
1772,75,Multivan,2011.0
1773,75,Passat,2008.0
1774,75,Passat,2008.0
1775,75,Passat,2008.0
1776,75,Passat,2008.0
1777,75,Passat,2009.0
1778,75,Passat,2011.0
1779,75,Passat,2011.0
1780,75,Passat,2011.0
1781,75,Passat,2011.0
1782,75,Passat,2012.0
1783,75,Passat,2013.0
1784,75,Passat,2014.0
1785,75,Passat,2014.0
1786,75,Passat,2015.0
1787,75,Passat,2015.0
1788,75,Passat,2016.0
1789,75,Passat,2018.0
1790,75,Passat CC,2008.0
1791,75,Phaeton,2008.0
1792,75,Phaeton,2010.0
1793,75,Phaeton,2011.0
1794,75,Polo,2009.0
1795,75,Polo,2009.0
1796,75,Polo,2010.0
1797,75,Polo,2011.0
1798,75,Polo,2012.0
1799,75,Polo,2012.0
1800,75,Polo,2013.0
1801,75,Polo,2016.0
1802,75,Polo,2016.0
1803,75,Polo,2017.0
1804,75,Polo,2017.0
1805,75,Scirocco,2008.0
1806,75,Scirocco,2009.0
1807,75,Scirocco,2012.0
1808,75,Scirocco,2014.0
1809,75,Sharan,2011.0
1810,75,Sharan,2012.0
1811,75,Sharan,2018.0
1812,75,Tiguan,2008.0
1813,75,Tiguan,2009.0
1814,75,Tiguan,2011.0
1815,75,Tiguan,2011.0
1816,75,Tiguan,2012.0
1817,75,Tiguan,2016.0
1818,75,Tiguan,2016.0
1819,75,Tiguan,2017.0
1820,75,Tiguan,2018.0
1821,75,Tiguan,2018.0
1822,75,Touareg,2008.0
1823,75,Touareg,2010.0
1824,75,Touareg,2014.0
1825,75,Touareg,2015.0
1826,75,Touareg,2018.0
1827,75,Touran,2018.0
1828,75,T-Roc,2018.0
1829,75,T-Roc,2018.0
1830,75,Up,2012.0
1831,75,Up,2013.0
1832,75,Up,2014.0
1833,75,Up,2016.0
1834,75,Up,2018.0
1835,75,Up,2018.0
1836,75,XL1,2014.0
1837,76,C30,2008.0
1838,76,C30,2008.0
1839,76,C30,2008.0
1840,76,C70,2010.0
1841,76,D6,2015.0
1842,76,S40,2008.0
1843,76,S40,2009.0
1844,76,S60,2010.0
1845,76,S60,2011.0
1846,76,S60,2011.0
1847,76,S60,2012.0
1848,76,S60,2014.0
1849,76,S80,2008.0
1850,76,S80,2008.0
1851,76,S80,2008.0
1852,76,S80,2012.0
1853,76,S80,2014.0
1854,76,S90,2016.0
1855,76,S90,2017.0
1856,76,V40,2012.0
1857,76,V40,2012.0
1858,76,V40,2012.0
1859,76,V40,2013.0
1860,76,V40,2014.0
1861,76,V40,2018.0
1862,76,V40,2018.0
1863,76,V50,2008.0
1864,76,V50,2010.0
1865,76,V60,2011.0
1866,76,V60,2012.0
1867,76,V60,2012.0
1868,76,V60,2015.0
1869,76,V70,2008.0
1870,76,V70,2008.0
1871,76,V70,2010.0
1872,76,V90,2016.0
1873,76,V90,2017.0
1874,76,V90,2017.0
1875,76,XC40,2018.0
1876,76,XC60,2008.0
1877,76,XC60,2009.0
1878,76,XC60,2010.0
1879,76,XC60,2010.0
1880,76,XC60,2011.0
1881,76,XC60,2015.0
1882,76,XC60,2016.0
1883,76,XC60,2016.0
1884,76,XC60,2017.0
1885,76,XC60,2018.0
1886,76,XC70,2008.0
1887,76,XC90,2015.0
1888,76,XC90,2016.0
1889,76,XC90,2016.0
1890,76,XC90,2017.0
1891,76,XC90,2017.0
1892,76,XC90,2018.0
1893,76,XC90,2018.0
1894,,,
