spec,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,model_id,model_id_cqa,model_make_id_cqa,model_name_cqa,model_trim_cqa,model_year_cqa,model_body_cqa,model_engine_position_cqa,model_engine_cc_cqa,model_engine_cyl_cqa,model_engine_type_cqa,model_engine_valves_per_cyl_cqa,model_engine_power_ps_cqa,model_engine_power_rpm_cqa,model_engine_torque_nm_cqa,model_engine_torque_rpm_cqa,model_engine_bore_mm_cqa,model_engine_stroke_mm_cqa,model_engine_compression_cqa,model_engine_fuel_cqa,model_top_speed_kph_cqa,model_0_to_100_kph_cqa,model_drive_cqa,model_transmission_type_cqa,model_seats_cqa,model_doors_cqa,model_weight_kg_cqa,model_length_mm_cqa,model_width_mm_cqa,model_height_mm_cqa,model_wheelbase_mm_cqa,model_lkm_hwy_cqa,model_lkm_mixed_cqa,model_lkm_city_cqa,model_fuel_cap_l_cqa,model_sold_in_us_cqa,model_co2_cqa,model_make_display_cqa,model_engine_l_cqa,model_engine_ci_cqa,model_engine_bore_in_cqa,model_engine_stroke_in_cqa,model_engine_valves_cqa,model_engine_power_hp_cqa,model_engine_power_kw_cqa,model_engine_torque_lbft_cqa,model_engine_torque_kgm_cqa,model_top_speed_mph_cqa,model_weight_lbs_cqa,model_length_in_cqa,model_width_in_cqa,model_height_in_cqa,model_wheelbase_in_cqa,model_mpg_hwy_cqa,model_mpg_city_cqa,model_mpg_mixed_cqa,model_fuel_cap_g_cqa,make_display_cqa,make_country_cqa,ExtColors_cqa,IntColors_cqa,Model_ID
1.0,45.8,57.5,65.3,67.2,70.5,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524
1.0,45.0,55.4,63.8,65.9,69.4,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525
1.0,42.3,58.2,66.2,67.3,70.4,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526
1.0,42.3,58.2,66.2,67.3,70.4,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527
1.0,45.8,56.4,64.9,68.1,70.6,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528
1.0,41.5,59.3,64.1,68.2,69.0,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529
1.4,44.3,61.5,67.3,68.9,71.8,74.8,36643.0,36643.0,skoda,Fabia,1.6,2008.0,,Front,1598.0,4.0,in-line,4.0,105.0,3800.0,153.0,3800.0,76.5,86.9,10.5:1,Gasoline - Premium,190.0,10.1,Front,Manual,5.0,5.0,1146.0,4000.0,1650.0,1500.0,2470.0,,6.9,,45.0,0.0,,Skoda,1.6,98.0,3.01,3.42,16.0,104.0,77.0,113.0,16.0,118.0,2526.0,157.5,65.0,59.1,97.2,,,34.0,11.9,Skoda,Czech Republic,,,1530
1.6 Stationcar,47.1,57.9,66.6,70.3,72.5,74.9,36626.0,36626.0,skoda,Fabia,1.4 HTP,2008.0,,Front,1389.0,4.0,in-line,4.0,85.0,5000.0,132.0,3800.0,76.5,75.6,10.5:1,Gasoline - Premium,174.0,12.3,Front,Manual,5.0,5.0,1135.0,4000.0,1650.0,1500.0,2470.0,,6.5,,45.0,0.0,,Skoda,1.4,85.0,3.01,2.98,16.0,84.0,63.0,97.0,13.0,108.0,2502.0,157.5,65.0,59.1,97.2,,,36.0,11.9,Skoda,Czech Republic,,,1531
1.2,45.4,55.8,64.2,67.4,69.9,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532
1.4,41.8,61.4,66.7,68.9,72.3,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533
1.2 TDI Stationcar,45.0,55.4,63.7,67.5,69.2,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534
1.2 TDI,45.8,62.4,65.9,68.4,71.2,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535
1.2,38.5,57.6,64.9,66.5,70.1,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536
1.2,36.9,57.8,61.0,64.3,67.2,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537
1.4,48.1,57.6,63.4,68.8,71.2,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538
1.4,36.3,53.8,59.7,63.8,69.3,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539
1.8 TSI Stationcar,45.1,55.5,63.8,68.7,69.4,70.5,56058.0,56058.0,skoda,Octavia,1.6 Automatic,2008.0,,Front,1595.0,4.0,in-line,2.0,102.0,5600.0,148.0,3800.0,,,10.5:1,Gasoline - Premium,185.0,12.3,Front,Automatic,5.0,5.0,1330.0,4580.0,1780.0,1470.0,2580.0,,7.2,,55.0,0.0,,Skoda,1.6,97.0,,,8.0,101.0,75.0,109.0,15.0,115.0,2932.0,180.3,70.1,57.9,101.6,,,33.0,14.5,Skoda,Czech Republic,,,1540
1.4 TSI Stationcar ,37.7,57.4,62.5,66.9,69.0,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541
1.6 TDI Stationcar,43.6,53.7,61.7,66.2,67.1,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542
1.2,42.9,53.6,59.1,63.1,66.1,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543
1.0,35.9,53.7,56.3,60.4,65.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544
2.0D Stationcar,42.7,56.9,60.6,62.5,67.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545
1.4 stationcar,39.9,59.8,62.5,65.3,67.2,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546
1.6d,43.4,55.1,60.8,63.6,69.1,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547
1.2,44.9,57.5,62.9,65.4,69.2,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548
1.4,45.6,56.2,64.6,67.8,70.3,73.2,36652.0,36652.0,skoda,Roomster,1.4,2008.0,Minivan,Front,1390.0,4.0,in-line,4.0,86.0,5000.0,132.0,3800.0,76.5,75.6,10.5:1,Gasoline - Premium,171.0,13.0,Front,Manual,5.0,5.0,1230.0,4210.0,1690.0,1610.0,2620.0,,7.0,,55.0,0.0,,Skoda,1.4,85.0,3.01,2.98,16.0,85.0,63.0,97.0,13.0,106.0,2712.0,165.7,66.5,63.4,103.1,,,34.0,14.5,Skoda,Czech Republic,,,1549
1.8 TSI,43.2,53.2,61.2,64.5,66.6,68.9,36572.0,36572.0,skoda,Superb,1.8 Turbo,2008.0,Sedan,Front,1780.0,4.0,in-line,5.0,150.0,5700.0,210.0,1750.0,81.0,86.4,9.3:1,Gasoline - Premium,216.0,9.5,Front,Manual,5.0,4.0,1513.0,4810.0,1770.0,1480.0,2810.0,,8.3,,62.0,0.0,,Skoda,1.8,109.0,3.19,3.4,20.0,148.0,110.0,155.0,21.0,134.0,3336.0,189.4,69.7,58.3,110.6,,,28.0,16.4,Skoda,Czech Republic,,,1550
2.0 TDI,46.4,60.0,64.0,66.0,69.1,71.7,56859.0,56859.0,skoda,Superb,2.5 TDi Classic Automatic,2008.0,Sedan,Front,2494.0,6.0,V,4.0,163.0,4000.0,350.0,1500.0,78.3,86.4,18.5:1,Diesel,223.0,9.2,Front,Automatic,5.0,4.0,1645.0,4810.0,1770.0,1480.0,2810.0,,7.0,,62.0,0.0,,Skoda,2.5,152.0,3.08,3.4,24.0,161.0,120.0,258.0,36.0,139.0,3627.0,189.4,69.7,58.3,110.6,,,34.0,16.4,Skoda,Czech Republic,,,1551
2.0 TDI Stationcar,47.5,60.4,64.1,65.6,68.4,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552
1.6 TDI Greenline Stationcar ,49.8,58.8,63.4,65.8,68.3,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553
1.8 TSI Stationcar,43.4,53.4,61.4,64.9,66.7,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554
1.4,44.5,54.8,63.0,67.2,68.5,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555
1.8,40.9,58.8,62.0,65.3,68.2,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556
2.0 D,46.3,60.3,62.3,65.4,67.7,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557
2.0D,41.6,58.2,61.1,63.9,67.6,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558
2.0,48.9,57.8,61.5,65.3,66.2,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559
2.0d,45.9,58.8,62.0,65.3,66.2,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560
2.0d Stationcar,42.1,53.1,59.0,65.3,67.7,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561
1.2 TSI,39.2,59.1,65.1,67.1,71.1,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562
1.8 TSI,44.6,54.9,63.1,65.6,68.7,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563
1.4 TSI,38.7,56.8,63.2,65.8,68.9,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564
1.2,35.9,54.7,59.5,62.9,66.9,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565
2.0D,49.9,57.8,62.0,66.3,67.2,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566
0.9,47.9,62.7,65.5,68.3,70.1,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567
 ,49.7,65.3,71.2,74.5,77.6,81.1,36738.0,36738.0,smart,ForTwo,1,2008.0,Coupe,Rear,999.0,3.0,in-line,2.0,99.0,5500.0,190.0,3500.0,,,,Gasoline,249.0,,Rear,Automatic,2.0,2.0,,2730.0,1590.0,1540.0,1870.0,,,,52.0,1.0,,Smart,1.0,61.0,,,6.0,98.0,73.0,140.0,19.0,155.0,,107.5,62.6,60.6,73.6,,,,13.7,Smart,France,,,1568
1.0,47.1,58.0,66.7,70.9,72.5,74.5,36735.0,36735.0,smart,ForTwo,Coupe Pulse,2009.0,Coupe,Rear,1000.0,3.0,in-line,2.0,84.0,5250.0,121.0,3250.0,72.0,81.8,10.0:1,Gasoline,145.0,10.9,Rear,Manual,2.0,3.0,,2700.0,1550.0,1570.0,1870.0,,5.1,,33.0,1.0,,Smart,1.0,61.0,2.83,3.22,6.0,83.0,62.0,89.0,12.0,90.0,,106.3,61.0,61.8,73.6,,,46.0,8.7,Smart,France,,,1569
1.0,46.7,57.4,66.1,70.8,71.8,73.2,45837.0,45837.0,smart,ForTwo,Passion Coupe,2011.0,Coupe,Rear,1000.0,3.0,in-line,4.0,71.0,5800.0,92.0,4500.0,,,,Gasoline,,,Rear,Manual,2.0,2.0,820.0,2695.0,1560.0,1542.0,1867.0,5.7,,7.1,33.0,1.0,,Smart,1.0,61.0,,,12.0,70.0,52.0,68.0,9.0,,1808.0,106.1,61.4,60.7,73.5,41.0,33.0,,8.7,Smart,France,,,1570
1.0,43.4,65.7,67.3,70.5,73.4,75.8,58731.0,58731.0,smart,Fortwo,Passion Coupe,2013.0,Coupe,Rear,1000.0,3.0,in-line,4.0,72.0,5800.0,125.0,2500.0,,,,Gasoline,,,Rear,5-speed automatic,2.0,2.0,,,,,,,,,,1.0,,Smart,1.0,61.0,,,12.0,71.0,53.0,92.0,13.0,,,,,,,,,,,Smart,France,,,1571
 ,47.3,62.9,66.9,70.5,72.8,77.0,62089.0,62089.0,smart,fortwo,electric drive coupe 2dr Hatchback (electric DD),2015.0,Two Seaters,Front,0.0,0.0,Not Available,,,,,,,,Not Avai,Electric,,,Rear Wheel Drive,Direct Drive,,2.0,,,,,,93.0,107.0,122.0,,1.0,,smart,0.0,0.0,,,,,,,,,,,,,,3.0,2.0,2.0,,Smart,France,,,1572
8.4 V10,58.5,67.5,73.2,76.1,78.8,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573
2.0,45.1,55.5,63.8,68.3,69.4,70.9,52149.0,52149.0,ssangyong,Korando,2.0 D,2012.0,SUV,Front,2000.0,4.0,in-line,,177.0,,,,,,,Diesel,,10.0,4WD,6-speed manual,5.0,5.0,,4410.0,,,,,6.1,,,0.0,,SsangYong,2.0,122.0,,,,175.0,130.0,,,,,173.6,,,,,,39.0,,SsangYong,South Korea,,,1574
1.6,38.5,60.6,64.6,68.7,72.3,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575
1.6d,46.1,56.1,61.8,67.3,69.7,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576
2.0,44.8,56.6,64.0,67.7,71.5,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577
2.0,44.5,54.8,63.0,67.0,68.5,70.4,37579.0,37579.0,subaru,Forester,2.5,2008.0,SUV,Front,2501.0,4.0,boxer,4.0,175.0,6000.0,225.0,4400.0,,,,Gasoline,,,4WD,Manual,5.0,5.0,1375.0,4490.0,1740.0,1660.0,2530.0,8.7,10.7,11.8,60.0,1.0,,Subaru,2.5,153.0,,,16.0,173.0,129.0,166.0,23.0,,3031.0,176.8,68.5,65.4,99.6,27.0,20.0,22.0,15.9,Subaru,Japan,,,1578
2.0D,43.6,53.6,61.6,65.0,67.1,69.4,51501.0,51501.0,subaru,Forester,2.0D X,2009.0,SUV,Front,2500.0,4.0,boxer,,147.0,3600.0,350.0,1600.0,,,,Diesel,187.0,10.3,AWD,Manual,5.0,5.0,1540.0,4559.0,1781.0,1674.0,2616.0,5.2,5.9,7.1,64.0,0.0,,Subaru,2.5,153.0,,,,145.0,108.0,258.0,36.0,116.0,3395.0,179.5,70.1,65.9,103.0,45.0,33.0,40.0,16.9,Subaru,Japan,,,1579
2.5 XT,44.9,56.0,62.9,66.8,69.0,71.2,37130.0,37130.0,subaru,Forester,2.5XT,2009.0,SUV,Front,2457.0,4.0,boxer,4.0,227.0,5200.0,306.0,2800.0,89.3,79.0,9.0:1,Gasoline,,,4WD,Automatic,5.0,5.0,1510.0,4570.0,1790.0,1710.0,2620.0,9.8,11.2,12.4,64.0,1.0,,Subaru,2.5,150.0,3.52,3.11,16.0,224.0,167.0,226.0,31.0,,3329.0,179.9,70.5,67.3,103.1,24.0,19.0,21.0,16.9,Subaru,Japan,,,1580
2.0 turbo,39.9,51.7,58.9,63.3,64.5,65.7,58654.0,58654.0,subaru,Forester,2.5X,2013.0,SUV,Front,2500.0,16.0,electric,4.0,170.0,5800.0,236.0,4100.0,99.0,79.0,,Diesel / Electric Hybrid,,10.7,AWD,6-speed manual,5.0,5.0,1480.0,4560.0,2006.0,1700.0,2615.0,7.4,,9.9,,1.0,,Subaru,2.5,153.0,3.9,3.11,64.0,168.0,125.0,174.0,24.0,,3263.0,179.5,79.0,66.9,103.0,32.0,24.0,,,Subaru,Japan,,,1581
2.0D,42.0,61.3,64.2,66.2,69.1,71.7,61267.0,61267.0,Subaru,Forester,2.5i Touring PZEV 4dr SUV AWD (2.5L 4cyl CVT),2015.0,Sport Utility Vehicles,Front,2500.0,4.0,Flat,4.0,170.0,,174.0,,,,10.1,Regular Unleaded,,,All Wheel Drive,Automatic,,4.0,3433.0,,,,,32.0,27.0,24.0,16.0,1.0,,Subaru,2.5,153.0,,,16.0,168.0,125.0,128.0,18.0,,7568.0,,,,,7.0,10.0,9.0,4.2,Subaru,Japan,,,1582
2.0d,42.9,53.5,59.6,65.8,68.2,70.8,71661.0,71661.0,Subaru,Forester,2.5i PZEV 4dr SUV AWD (2.5L 4cyl CVT),2018.0,Sport Utility Vehicles,Front,2500.0,4.0,Flat,4.0,170.0,,174.0,,,,10.1,Regular Unleaded,,,All Wheel Drive,Automatic,,4.0,3366.0,,,,,32.0,27.0,24.0,16.0,1.0,,Subaru,2.5,153.0,,,16.0,168.0,125.0,128.0,18.0,,7421.0,,,,,7.0,10.0,9.0,4.2,Subaru,Japan,,,1583
2.0,39.9,51.7,58.9,63.3,64.5,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584
2.0,44.7,55.0,63.3,66.5,68.9,71.5,37401.0,37401.0,subaru,Impreza,2.5,2008.0,Sedan,Front,2501.0,4.0,boxer,4.0,173.0,6000.0,231.0,4400.0,,,,Gasoline,,,4WD,Manual,5.0,4.0,1608.0,4590.0,1750.0,1480.0,2630.0,8.7,10.7,11.8,64.0,1.0,,Subaru,2.5,153.0,,,16.0,171.0,127.0,170.0,24.0,,3545.0,180.7,68.9,58.3,103.5,27.0,20.0,22.0,16.9,Subaru,Japan,,,1585
2.5,45.4,55.9,62.4,66.0,68.4,70.7,37401.0,37401.0,subaru,Impreza,2.5,2008.0,Sedan,Front,2501.0,4.0,boxer,4.0,173.0,6000.0,231.0,4400.0,,,,Gasoline,,,4WD,Manual,5.0,4.0,1608.0,4590.0,1750.0,1480.0,2630.0,8.7,10.7,11.8,64.0,1.0,,Subaru,2.5,153.0,,,16.0,171.0,127.0,170.0,24.0,,3545.0,180.7,68.9,58.3,103.5,27.0,20.0,22.0,16.9,Subaru,Japan,,,1586
WRX STI,45.7,56.2,64.7,69.0,70.3,72.0,37586.0,37586.0,subaru,Impreza,2.5 WRX Limousine,2008.0,Sedan,Front,2457.0,4.0,boxer,4.0,230.0,5600.0,320.0,3600.0,99.5,79.0,8.4:1,Gasoline - Premium,230.0,5.9,4WD,Manual,5.0,4.0,1405.0,4470.0,1750.0,1450.0,2530.0,,10.5,,60.0,1.0,,Subaru,2.5,150.0,3.92,3.11,16.0,227.0,169.0,236.0,33.0,143.0,3097.0,176.0,68.9,57.1,99.6,,,22.0,15.9,Subaru,Japan,,,1587
WRX,54.8,63.2,68.4,71.4,72.7,74.1,45863.0,45863.0,subaru,Impreza,WRX Sedan Limited,2011.0,Sedan,Front,2500.0,4.0,boxer,4.0,269.0,6000.0,330.0,4000.0,,,,Gasoline,,,AWD,Manual,5.0,4.0,1455.0,4415.0,1796.0,1476.0,2624.0,9.4,,12.4,64.0,1.0,,Subaru,2.5,153.0,,,16.0,265.0,198.0,243.0,34.0,,3208.0,173.8,70.7,58.1,103.3,25.0,19.0,,16.9,Subaru,Japan,,,1588
WRX STI,58.3,65.7,70.3,72.9,74.4,76.0,45865.0,45865.0,subaru,Impreza,WRX Sedan STI,2011.0,Sedan,Front,2500.0,4.0,boxer,4.0,309.0,6000.0,393.0,4000.0,,,,Gasoline,,,AWD,Manual,5.0,4.0,1535.0,4580.0,1796.0,1471.0,2624.0,10.2,,13.8,64.0,1.0,,Subaru,2.5,153.0,,,16.0,305.0,227.0,290.0,40.0,,3384.0,180.3,70.7,57.9,103.3,23.0,17.0,,16.9,Subaru,Japan,,,1589
1.0,46.2,56.8,65.3,68.7,71.1,73.7,37654.0,37654.0,subaru,Justy,G3X 1.5,2008.0,,Front,1490.0,4.0,in-line,4.0,100.0,5900.0,133.0,4100.0,78.0,78.0,9.5:1,Gasoline - Premium,170.0,11.0,4WD,Manual,5.0,5.0,1010.0,3780.0,1610.0,1570.0,2370.0,,7.2,,41.0,1.0,,Subaru,1.5,91.0,3.07,3.07,16.0,99.0,74.0,98.0,14.0,106.0,2227.0,148.8,63.4,61.8,93.3,,,33.0,10.8,Subaru,Japan,,,1590
2.0 D,49.3,61.8,64.5,66.5,68.8,72.8,37519.0,37519.0,subaru,Legacy,2.0 R,2008.0,Sedan,Front,1994.0,4.0,boxer,4.0,165.0,6800.0,187.0,3200.0,92.0,75.0,11.5:1,Gasoline - Premium,214.0,9.5,4WD,,5.0,4.0,1368.0,4670.0,1740.0,1430.0,2680.0,,8.8,,64.0,1.0,,Subaru,2.0,122.0,3.62,2.95,16.0,163.0,121.0,138.0,19.0,133.0,3016.0,183.9,68.5,56.3,105.5,,,27.0,16.9,Subaru,Japan,,,1591
2.0D Stationcar,44.4,54.6,62.8,66.0,68.4,71.0,37238.0,37238.0,subaru,Legacy,3.0 R,2008.0,Sedan,Front,2998.0,6.0,boxer,4.0,245.0,6600.0,297.0,4200.0,89.2,80.0,10.7:1,Gasoline - Premium,237.0,8.2,4WD,Automatic,5.0,4.0,1515.0,4670.0,1740.0,1430.0,2680.0,,9.8,,64.0,1.0,,Subaru,3.0,183.0,3.51,3.15,24.0,242.0,180.0,219.0,30.0,147.0,3340.0,183.9,68.5,56.3,105.5,,,24.0,16.9,Subaru,Japan,,,1592
2.0D Stationcar,44.5,54.7,62.9,65.8,68.5,71.6,37287.0,37287.0,subaru,Legacy,2.0R Station Wagon,2009.0,Station Wagon,Front,1994.0,4.0,boxer,4.0,165.0,6800.0,187.0,3200.0,,,9.0:1,Gasoline,201.0,9.6,4WD,Manual,5.0,5.0,1435.0,,1480.0,,2660.0,,10.5,,64.0,1.0,,Subaru,2.0,122.0,,,16.0,163.0,121.0,138.0,19.0,125.0,3164.0,,58.3,,104.7,,,22.0,16.9,Subaru,Japan,,,1593
2.5 GT,37.4,48.0,54.6,58.0,61.0,64.0,45867.0,45867.0,subaru,Legacy,2.5i,2010.0,Sedan,Front,2500.0,4.0,boxer,4.0,172.0,5600.0,230.0,4000.0,,,,Gasoline,,,AWD,Manual,5.0,4.0,1483.0,4735.0,1821.0,1506.0,2751.0,8.7,,12.4,70.0,1.0,,Subaru,2.5,153.0,,,16.0,170.0,127.0,170.0,23.0,,3269.0,186.4,71.7,59.3,108.3,27.0,19.0,,18.5,Subaru,Japan,,,1594
1.6,46.8,55.9,60.7,64.3,67.2,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595
1.6,40.9,55.5,60.8,64.3,68.0,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596
2.5,44.3,54.6,62.7,65.7,68.3,71.3,45882.0,45882.0,subaru,Outback,2.5i,2010.0,Station Wagon,Front,2500.0,4.0,boxer,4.0,172.0,5600.0,230.0,4000.0,,,,Gasoline,,,AWD,Manual,5.0,5.0,1536.0,4780.0,1821.0,1669.0,2741.0,8.7,,12.4,70.0,1.0,,Subaru,2.5,153.0,,,16.0,170.0,127.0,170.0,23.0,,3386.0,188.2,71.7,65.7,107.9,27.0,19.0,,18.5,Subaru,Japan,,,1597
2.0D,42.1,57.6,63.1,65.6,68.0,71.1,61719.0,61719.0,Subaru,Outback,2.5i Limited PZEV 4dr Wagon AWD (2.5L 4cyl CVT),2015.0,Sport Utility Vehicles,Front,2500.0,4.0,Flat,4.0,175.0,,174.0,,,,10.3,Regular Unleaded,,,All Wheel Drive,Automatic,,4.0,3633.0,,,,,33.0,28.0,25.0,18.0,1.0,,Subaru,2.5,153.0,,,16.0,173.0,129.0,128.0,18.0,,8009.0,,,,,7.0,9.0,8.0,4.8,Subaru,Japan,,,1598
1.3,46.3,57.0,65.6,67.7,71.4,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599
3.6,41.5,52.0,58.6,62.0,65.0,68.0,37404.0,37404.0,subaru,Tribeca,3.6,2008.0,SUV,Front,3628.0,6.0,boxer,4.0,260.0,6000.0,335.0,4400.0,,,10.5:1,Gasoline,,,4WD,Automatic,5.0,5.0,1461.0,4870.0,1880.0,1690.0,2750.0,,13.1,14.7,64.0,1.0,,Subaru,3.6,221.0,,,24.0,256.0,191.0,247.0,34.0,,3221.0,191.7,74.0,66.5,108.3,,16.0,18.0,16.9,Subaru,Japan,,,1600
3.6,42.4,52.2,60.1,62.4,65.4,68.8,37471.0,37471.0,subaru,Tribeca,Premium Automatic,2009.0,SUV,Front,3630.0,6.0,boxer,4.0,258.0,6000.0,350.0,450.0,92.0,91.0,10.5:1,Gasoline,207.0,8.9,4WD,Automatic,7.0,5.0,1464.0,4870.0,1730.0,1890.0,2760.0,,11.6,,64.0,1.0,,Subaru,3.6,222.0,3.62,3.58,24.0,254.0,190.0,258.0,36.0,129.0,3228.0,191.7,68.1,74.4,108.7,,,20.0,16.9,Subaru,Japan,,,1601
STi,46.3,57.0,65.6,69.7,71.3,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602
2.0,45.3,56.4,63.2,67.1,68.9,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603
STi,49.1,63.0,65.0,69.0,70.4,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604
2.0 CVT,42.5,55.6,62.6,67.0,70.2,73.4,51552.0,51552.0,subaru,XV,,2012.0,,Front,0.0,4.0,boxer,,,,,,,,,Gasoline,,,AWD,Automatic,5.0,5.0,,,,,,,,,,0.0,,Subaru,0.0,0.0,,,,,,,,,,,,,,,,,,Subaru,Japan,,,1605
